zip,type,primary_city,state,county,latitude,longitude
77237,PO BOX,Houston,TX,Harris County,29.76,-95.38
77238,PO BOX,Houston,TX,Harris County,29.76,-95.38
77240,PO BOX,Houston,TX,Harris County,29.76,-95.38
77241,PO BOX,Houston,TX,Harris County,29.76,-95.38
77242,PO BOX,Houston,TX,Harris County,29.76,-95.38
77243,PO BOX,Houston,TX,Harris County,29.76,-95.38
77244,PO BOX,Houston,TX,Harris County,29.76,-95.38
77245,PO BOX,Houston,TX,Harris County,29.76,-95.38
77246,PO BOX,Houston,TX,Harris County,29.64,-95.43
77247,PO BOX,Houston,TX,Harris County,29.64,-95.43
77248,PO BOX,Houston,TX,Harris County,29.76,-95.38
77249,PO BOX,Houston,TX,Harris County,29.76,-95.38
77250,PO BOX,Houston,TX,Harris County,29.7,-95.53
77251,PO BOX,Houston,TX,Harris County,29.76,-95.38
77252,PO BOX,Houston,TX,Harris County,29.76,-95.38
77253,PO BOX,Houston,TX,Harris County,29.76,-95.38
77254,PO BOX,Houston,TX,Harris County,29.76,-95.38
77255,PO BOX,Houston,TX,Harris County,29.76,-95.38
77256,PO BOX,Houston,TX,Harris County,29.76,-95.38
77257,PO BOX,Houston,TX,Harris County,29.76,-95.38
77258,PO BOX,Houston,TX,Harris County,29.76,-95.38
77259,PO BOX,Houston,TX,Harris County,29.76,-95.38
77260,PO BOX,Houston,TX,Harris County,29.67,-95.24
77261,PO BOX,Houston,TX,Harris County,29.76,-95.38
77262,PO BOX,Houston,TX,Harris County,29.76,-95.38
77263,PO BOX,Houston,TX,Harris County,29.76,-95.38
77265,PO BOX,Houston,TX,Harris County,29.76,-95.38
77266,PO BOX,Houston,TX,Harris County,29.76,-95.38
77267,PO BOX,Houston,TX,Harris County,29.76,-95.38
77268,PO BOX,Houston,TX,Harris County,29.76,-95.38
77269,PO BOX,Houston,TX,Harris County,29.76,-95.38
77270,PO BOX,Houston,TX,Harris County,29.76,-95.38
77271,PO BOX,Houston,TX,Harris County,29.76,-95.38
77272,PO BOX,Houston,TX,Harris County,29.76,-95.38
77273,PO BOX,Houston,TX,Harris County,29.76,-95.38
77274,PO BOX,Houston,TX,Harris County,29.76,-95.38
77275,PO BOX,Houston,TX,Harris County,29.76,-95.38
77276,PO BOX,Houston,TX,Harris County,29.75,-95.36
77277,PO BOX,Houston,TX,Harris County,29.76,-95.38
77278,PO BOX,Houston,TX,Harris County,29.76,-95.51
77279,PO BOX,Houston,TX,Harris County,29.76,-95.38
77280,PO BOX,Houston,TX,Harris County,29.76,-95.38
77282,PO BOX,Houston,TX,Harris County,29.76,-95.38
77284,PO BOX,Houston,TX,Harris County,29.76,-95.38
77285,PO BOX,Houston,TX,Harris County,29.75,-95.36
77286,PO BOX,Houston,TX,Harris County,29.67,-95.36
77287,PO BOX,Houston,TX,Harris County,29.76,-95.38
77288,PO BOX,Houston,TX,Harris County,29.76,-95.38
77289,PO BOX,Houston,TX,Harris County,29.76,-95.38
77290,PO BOX,Houston,TX,Harris County,29.76,-95.38
77291,PO BOX,Houston,TX,Harris County,29.76,-95.38
77292,PO BOX,Houston,TX,Harris County,29.76,-95.38
77293,PO BOX,Houston,TX,Harris County,29.76,-95.38
77294,PO BOX,Houston,TX,Harris County,29.86,-95.24
77296,PO BOX,Houston,TX,Harris County,29.76,-95.36
77297,UNIQUE,Houston,TX,Harris County,29.76,-95.38
77298,UNIQUE,Houston,TX,Harris County,29.76,-95.36
77299,UNIQUE,Houston,TX,Harris County,29.76,-95.38
77301,STANDARD,Conroe,TX,Montgomery County,30.32,-95.47
77302,STANDARD,Conroe,TX,Montgomery County,30.22,-95.34
77303,STANDARD,Conroe,TX,Montgomery County,30.38,-95.38
77304,STANDARD,Conroe,TX,Montgomery County,30.32,-95.51
77305,PO BOX,Conroe,TX,Montgomery County,30.32,-95.47
77306,STANDARD,Conroe,TX,Montgomery County,30.29,-95.31
77315,STANDARD,North Houston,TX,Harris County,29.95,-95.34
77316,STANDARD,Montgomery,TX,Montgomery County,30.31,-95.69
77318,STANDARD,Willis,TX,Montgomery County,30.44,-95.53
77320,STANDARD,Huntsville,TX,Walker County,30.8,-95.55
77325,PO BOX,Kingwood,TX,Harris County,29.99,-95.26
77326,PO BOX,Ace,TX,Polk County,30.5,-94.82
77327,STANDARD,Cleveland,TX,Liberty County,30.34,-95.07
77328,STANDARD,Cleveland,TX,San Jacinto County,30.39,-95.19
77331,STANDARD,Coldspring,TX,San Jacinto County,30.59,-95.12
77332,PO BOX,Dallardsville,TX,Polk County,30.65,-94.6
77333,PO BOX,Dobbin,TX,Montgomery County,30.39,-95.68
77334,PO BOX,Dodge,TX,Walker County,30.78,-95.37
77335,STANDARD,Goodrich,TX,Polk County,30.6,-94.94
77336,STANDARD,Huffman,TX,Harris County,30.06,-95.09
77337,PO BOX,Hufsmith,TX,Harris County,30.12,-95.59
77338,STANDARD,Humble,TX,Harris County,29.99,-95.26
77339,STANDARD,Kingwood,TX,Harris County,30.05,-95.22
77340,STANDARD,Huntsville,TX,Walker County,30.71,-95.54
77341,UNIQUE,Huntsville,TX,Walker County,30.71,-95.54
77342,PO BOX,Huntsville,TX,Walker County,30.74,-95.56
77343,UNIQUE,Huntsville,TX,Walker County,30.71,-95.54
77344,UNIQUE,Huntsville,TX,Walker County,30.71,-95.54
77345,STANDARD,Kingwood,TX,Harris County,30.05,-95.16
77346,STANDARD,Humble,TX,Harris County,29.99,-95.18
77347,PO BOX,Humble,TX,Harris County,29.99,-95.26
77348,UNIQUE,Huntsville,TX,Walker County,30.71,-95.54
77349,UNIQUE,Huntsville,TX,Walker County,30.71,-95.54
77350,PO BOX,Leggett,TX,Polk County,30.82,-94.83
77351,STANDARD,Livingston,TX,Polk County,30.7,-94.93
77353,PO BOX,Magnolia,TX,Montgomery County,30.21,-95.74
77354,STANDARD,Magnolia,TX,Montgomery County,30.21,-95.74
77355,STANDARD,Magnolia,TX,Montgomery County,30.16,-95.75
77356,STANDARD,Montgomery,TX,Montgomery County,30.39,-95.69
77357,STANDARD,New Caney,TX,Montgomery County,30.15,-95.18
77358,STANDARD,New Waverly,TX,Walker County,30.53,-95.48
77359,STANDARD,Oakhurst,TX,San Jacinto County,30.74,-95.3
77360,STANDARD,Onalaska,TX,Polk County,30.8,-95.1
77362,STANDARD,Pinehurst,TX,Montgomery County,30.16,-95.67
77363,STANDARD,Plantersville,TX,Grimes County,30.3,-95.84
77364,STANDARD,Pointblank,TX,San Jacinto County,30.76,-95.25
77365,STANDARD,Porter,TX,Montgomery County,30.1,-95.29
77367,PO BOX,Riverside,TX,Walker County,30.86,-95.4
77368,PO BOX,Romayor,TX,Liberty County,30.44,-94.82
77369,PO BOX,Rye,TX,Liberty County,30.42,-94.74
77371,STANDARD,Shepherd,TX,San Jacinto County,30.49,-95
77372,STANDARD,Splendora,TX,Montgomery County,30.23,-95.16
77373,STANDARD,Spring,TX,Harris County,30.06,-95.38
77374,PO BOX,Thicket,TX,Hardin County,30.39,-94.63
77375,STANDARD,Tomball,TX,Harris County,30.09,-95.61
77376,PO BOX,Votaw,TX,Hardin County,30.44,-94.66
77377,STANDARD,Tomball,TX,Harris County,30.06,-95.68
77378,STANDARD,Willis,TX,Montgomery County,30.42,-95.47
77379,STANDARD,Spring,TX,Harris County,30.04,-95.53
77380,STANDARD,Spring,TX,Montgomery County,30.14,-95.47
77381,STANDARD,Spring,TX,Montgomery County,30.18,-95.5
77382,STANDARD,Spring,TX,Montgomery County,30.19,-95.55
77383,PO BOX,Spring,TX,Harris County,30.06,-95.38
77384,STANDARD,Conroe,TX,Montgomery County,30.23,-95.5
77385,STANDARD,Conroe,TX,Montgomery County,30.19,-95.42
77386,STANDARD,Spring,TX,Montgomery County,30.1,-95.36
77387,PO BOX,Spring,TX,Harris County,30.06,-95.38
77388,STANDARD,Spring,TX,Harris County,30.06,-95.47
77389,STANDARD,Spring,TX,Harris County,30.12,-95.52
77391,PO BOX,Spring,TX,Harris County,30.06,-95.38
77393,PO BOX,Spring,TX,Harris County,30.06,-95.38
77396,STANDARD,Humble,TX,Harris County,29.94,-95.26
77399,UNIQUE,Livingston,TX,Polk County,30.7,-94.93
77401,STANDARD,Bellaire,TX,Harris County,29.7,-95.46
77402,PO BOX,Bellaire,TX,Harris County,29.7,-95.46
77404,PO BOX,Bay City,TX,Matagorda County,28.97,-95.96
77406,STANDARD,Richmond,TX,Fort Bend County,29.65,-95.79
77407,STANDARD,Richmond,TX,Fort Bend County,29.68,-95.7
77410,PO BOX,Cypress,TX,Harris County,29.96,-95.69
77411,PO BOX,Alief,TX,Harris County,29.7,-95.58
77412,PO BOX,Altair,TX,Colorado County,29.55,-96.41
77413,PO BOX,Barker,TX,Harris County,29.83,-95.77
77414,STANDARD,Bay City,TX,Matagorda County,28.97,-95.96
77415,PO BOX,Cedar Lane,TX,Matagorda County,28.93,-95.73
77417,STANDARD,Beasley,TX,Fort Bend County,29.49,-95.91
77418,STANDARD,Bellville,TX,Austin County,29.94,-96.25
77419,PO BOX,Blessing,TX,Matagorda County,28.83,-96.23
77420,STANDARD,Boling,TX,Wharton County,29.23,-95.98
77422,STANDARD,Brazoria,TX,Brazoria County,29.04,-95.56
77423,STANDARD,Brookshire,TX,Waller County,29.78,-95.95
77426,STANDARD,Chappell Hill,TX,Washington County,30.12,-96.26
77428,PO BOX,Collegeport,TX,Matagorda County,28.68,-96.16
77429,STANDARD,Cypress,TX,Harris County,30,-95.67
77430,STANDARD,Damon,TX,Brazoria County,29.27,-95.72
77431,PO BOX,Danciger,TX,Brazoria County,29.19,-95.72
77432,STANDARD,Danevang,TX,Wharton County,29.08,-96.17
77433,STANDARD,Cypress,TX,Harris County,29.96,-95.69
77434,STANDARD,Eagle Lake,TX,Colorado County,29.58,-96.32
77435,STANDARD,East Bernard,TX,Wharton County,29.52,-96.06
77436,PO BOX,Egypt,TX,Wharton County,29.42,-96.23
77437,STANDARD,El Campo,TX,Wharton County,29.19,-96.27
77440,PO BOX,Elmaton,TX,Matagorda County,28.89,-96.15
77441,STANDARD,Fulshear,TX,Fort Bend County,29.67,-95.92
77442,STANDARD,Garwood,TX,Colorado County,29.45,-96.51
77443,PO BOX,Glen Flora,TX,Wharton County,29.35,-96.19
77444,STANDARD,Guy,TX,Fort Bend County,29.33,-95.76
77445,STANDARD,Hempstead,TX,Waller County,30.09,-96.08
77446,PO BOX,Prairie View,TX,Waller County,30.08,-95.98
77447,STANDARD,Hockley,TX,Harris County,30.04,-95.81
77448,STANDARD,Hungerford,TX,Wharton County,29.42,-96.09
77449,STANDARD,Katy,TX,Harris County,29.84,-95.73
77450,STANDARD,Katy,TX,Harris County,29.75,-95.74
77451,PO BOX,Kendleton,TX,Fort Bend County,29.44,-96
77452,PO BOX,Kenney,TX,Austin County,30.04,-96.29
77453,PO BOX,Lane City,TX,Wharton County,29.19,-95.99
77454,PO BOX,Lissie,TX,Wharton County,29.52,-96.22
77455,STANDARD,Louise,TX,Wharton County,29.18,-96.42
77456,PO BOX,Markham,TX,Matagorda County,28.96,-96.06
77457,PO BOX,Matagorda,TX,Matagorda County,28.73,-95.88
77458,PO BOX,Midfield,TX,Matagorda County,28.94,-96.25
77459,STANDARD,Missouri City,TX,Fort Bend County,29.57,-95.53
77460,PO BOX,Nada,TX,Colorado County,29.4,-96.38
77461,STANDARD,Needville,TX,Fort Bend County,29.39,-95.83
77463,PO BOX,Old Ocean,TX,Brazoria County,29.19,-95.72
77464,PO BOX,Orchard,TX,Fort Bend County,29.6,-95.96
77465,STANDARD,Palacios,TX,Matagorda County,28.71,-96.23
77466,PO BOX,Pattison,TX,Waller County,29.79,-96.01
77467,PO BOX,Pierce,TX,Wharton County,29.22,-96.18
77468,STANDARD,Pledger,TX,Matagorda County,29.13,-95.94
77469,STANDARD,Richmond,TX,Fort Bend County,29.58,-95.76
77470,STANDARD,Rock Island,TX,Colorado County,29.54,-96.55
77471,STANDARD,Rosenberg,TX,Fort Bend County,29.54,-95.79
77473,PO BOX,San Felipe,TX,Austin County,29.8,-96.11
77474,STANDARD,Sealy,TX,Austin County,29.77,-96.15
77475,PO BOX,Sheridan,TX,Colorado County,29.51,-96.69
77476,PO BOX,Simonton,TX,Fort Bend County,29.69,-95.95
77477,STANDARD,Stafford,TX,Fort Bend County,29.62,-95.56
77478,STANDARD,Sugar Land,TX,Fort Bend County,29.61,-95.61
77479,STANDARD,Sugar Land,TX,Fort Bend County,29.57,-95.64
77480,STANDARD,Sweeny,TX,Brazoria County,29.04,-95.69
77481,PO BOX,Thompsons,TX,Fort Bend County,29.47,-95.56
77482,STANDARD,Van Vleck,TX,Matagorda County,29.03,-95.88
77483,STANDARD,Wadsworth,TX,Matagorda County,28.83,-95.93
77484,STANDARD,Waller,TX,Waller County,30.05,-95.92
77485,STANDARD,Wallis,TX,Austin County,29.63,-96.06
77486,STANDARD,West Columbia,TX,Brazoria County,29.14,-95.64
77487,PO BOX,Sugar Land,TX,Fort Bend County,29.61,-95.61
77488,STANDARD,Wharton,TX,Wharton County,29.31,-96.09
77489,STANDARD,Missouri City,TX,Fort Bend County,29.6,-95.52
77491,PO BOX,Katy,TX,Waller County,29.79,-95.82
77492,PO BOX,Katy,TX,Waller County,29.79,-95.82
77493,STANDARD,Katy,TX,Harris County,29.79,-95.82
77494,STANDARD,Katy,TX,Fort Bend County,29.74,-95.83
77496,PO BOX,Sugar Land,TX,Fort Bend County,29.61,-95.61
77497,PO BOX,Stafford,TX,Fort Bend County,29.62,-95.56
77498,STANDARD,Sugar Land,TX,Fort Bend County,29.63,-95.65
77501,PO BOX,Pasadena,TX,Harris County,29.66,-95.15
77502,STANDARD,Pasadena,TX,Harris County,29.68,-95.2
77503,STANDARD,Pasadena,TX,Harris County,29.7,-95.16
77504,STANDARD,Pasadena,TX,Harris County,29.65,-95.19
77505,STANDARD,Pasadena,TX,Harris County,29.66,-95.15
77506,STANDARD,Pasadena,TX,Harris County,29.71,-95.2
77507,STANDARD,Pasadena,TX,Harris County,29.62,-95.06
77508,PO BOX,Pasadena,TX,Harris County,29.66,-95.15
77510,STANDARD,Santa Fe,TX,Galveston County,29.38,-95.09
77511,STANDARD,Alvin,TX,Brazoria County,29.43,-95.24
77512,PO BOX,Alvin,TX,Brazoria County,29.43,-95.24
77514,STANDARD,Anahuac,TX,Chambers County,29.76,-94.67
77515,STANDARD,Angleton,TX,Brazoria County,29.16,-95.42
77516,PO BOX,Angleton,TX,Brazoria County,29.16,-95.42
77517,STANDARD,Santa Fe,TX,Galveston County,29.36,-95.13
77518,STANDARD,Bacliff,TX,Galveston County,29.5,-94.99
77519,STANDARD,Batson,TX,Hardin County,30.24,-94.6
77520,STANDARD,Baytown,TX,Harris County,29.74,-94.96
77521,STANDARD,Baytown,TX,Harris County,29.8,-94.97
77522,PO BOX,Baytown,TX,Harris County,29.74,-94.96
77523,STANDARD,Baytown,TX,Chambers County,29.76,-94.87
77530,STANDARD,Channelview,TX,Harris County,29.78,-95.11
77531,STANDARD,Clute,TX,Brazoria County,29.02,-95.39
77532,STANDARD,Crosby,TX,Harris County,29.91,-95.05
77533,PO BOX,Daisetta,TX,Liberty County,30.11,-94.64
77534,STANDARD,Danbury,TX,Brazoria County,29.22,-95.34
77535,STANDARD,Dayton,TX,Liberty County,30.05,-94.89
77536,STANDARD,Deer Park,TX,Harris County,29.69,-95.11
77538,STANDARD,Devers,TX,Liberty County,30.02,-94.58
77539,STANDARD,Dickinson,TX,Galveston County,29.45,-95.06
77541,STANDARD,Freeport,TX,Brazoria County,28.95,-95.36
77542,PO BOX,Freeport,TX,Brazoria County,28.95,-95.36
77545,STANDARD,Fresno,TX,Fort Bend County,29.53,-95.45
77546,STANDARD,Friendswood,TX,Galveston County,29.51,-95.19
77547,STANDARD,Galena Park,TX,Harris County,29.74,-95.23
77549,PO BOX,Friendswood,TX,Galveston County,29.51,-95.19
77550,STANDARD,Galveston,TX,Galveston County,29.3,-94.79
77551,STANDARD,Galveston,TX,Galveston County,29.28,-94.83
77552,PO BOX,Galveston,TX,Galveston County,29.3,-94.79
77553,PO BOX,Galveston,TX,Galveston County,29.3,-94.79
77554,STANDARD,Galveston,TX,Galveston County,29.25,-94.92
77555,UNIQUE,Galveston,TX,Galveston County,29.3,-94.79
77560,STANDARD,Hankamer,TX,Chambers County,29.87,-94.57
77561,PO BOX,Hardin,TX,Liberty County,30.17,-94.74
77562,STANDARD,Highlands,TX,Harris County,29.81,-95.05
77563,STANDARD,Hitchcock,TX,Galveston County,29.31,-95.01
77564,STANDARD,Hull,TX,Liberty County,30.19,-94.67
77565,STANDARD,Kemah,TX,Galveston County,29.54,-95.03
77566,STANDARD,Lake Jackson,TX,Brazoria County,29.04,-95.44
77568,STANDARD,La Marque,TX,Galveston County,29.36,-94.99
77571,STANDARD,La Porte,TX,Harris County,29.66,-95.04
77572,PO BOX,La Porte,TX,Harris County,29.66,-95.04
77573,STANDARD,League City,TX,Galveston County,29.48,-95.1
77574,PO BOX,League City,TX,Galveston County,29.48,-95.1
77575,STANDARD,Liberty,TX,Liberty County,30.04,-94.79
77577,STANDARD,Liverpool,TX,Brazoria County,29.29,-95.27
77578,STANDARD,Manvel,TX,Brazoria County,29.48,-95.35
77580,PO BOX,Mont Belvieu,TX,Chambers County,29.87,-94.87
77581,STANDARD,Pearland,TX,Brazoria County,29.55,-95.27
77582,PO BOX,Raywood,TX,Liberty County,29.99,-94.74
77583,STANDARD,Rosharon,TX,Brazoria County,29.37,-95.45
77584,STANDARD,Pearland,TX,Brazoria County,29.55,-95.35
77585,STANDARD,Saratoga,TX,Hardin County,30.28,-94.52
77586,STANDARD,Seabrook,TX,Harris County,29.56,-95.02
77587,STANDARD,South Houston,TX,Harris County,29.66,-95.22
77588,PO BOX,Pearland,TX,Brazoria County,29.55,-95.27
77590,STANDARD,Texas City,TX,Galveston County,29.4,-94.95
77591,STANDARD,Texas City,TX,Galveston County,29.4,-95
77592,PO BOX,Texas City,TX,Galveston County,29.4,-94.95
77597,STANDARD,Wallisville,TX,Chambers County,29.86,-94.69
77598,STANDARD,Webster,TX,Harris County,29.53,-95.11
77611,STANDARD,Bridge City,TX,Orange County,30.02,-93.85
77612,STANDARD,Buna,TX,Jasper County,30.44,-93.96
77613,PO BOX,China,TX,Jefferson County,30.05,-94.33
77614,PO BOX,Deweyville,TX,Newton County,30.3,-93.77
77615,PO BOX,Evadale,TX,Jasper County,30.33,-94.06
77616,STANDARD,Fred,TX,Tyler County,30.57,-94.17
77617,PO BOX,Gilchrist,TX,Galveston County,29.51,-94.52
77619,STANDARD,Groves,TX,Jefferson County,29.94,-93.91
77622,STANDARD,Hamshire,TX,Jefferson County,29.86,-94.31
77623,STANDARD,High Island,TX,Galveston County,29.56,-94.38
77624,STANDARD,Hillister,TX,Tyler County,30.66,-94.38
77625,STANDARD,Kountze,TX,Hardin County,30.37,-94.31
77626,PO BOX,Mauriceville,TX,Orange County,30.21,-93.87
77627,STANDARD,Nederland,TX,Jefferson County,29.97,-93.99
77629,PO BOX,Nome,TX,Jefferson County,30.03,-94.41
77630,STANDARD,Orange,TX,Orange County,30.1,-93.75
77631,PO BOX,Orange,TX,Orange County,30.1,-93.75
77632,STANDARD,Orange,TX,Orange County,30.2,-93.8
77639,PO BOX,Orangefield,TX,Orange County,30.03,-93.89
77640,STANDARD,Port Arthur,TX,Jefferson County,29.89,-93.92
77641,PO BOX,Port Arthur,TX,Jefferson County,29.89,-93.92
77642,STANDARD,Port Arthur,TX,Jefferson County,29.96,-93.89
77643,PO BOX,Port Arthur,TX,Jefferson County,29.89,-93.92
77650,PO BOX,Port Bolivar,TX,Galveston County,29.48,-94.57
77651,STANDARD,Port Neches,TX,Jefferson County,29.97,-93.94
77655,STANDARD,Sabine Pass,TX,Jefferson County,29.73,-93.89
77656,STANDARD,Silsbee,TX,Hardin County,30.34,-94.18
77657,STANDARD,Lumberton,TX,Hardin County,30.26,-94.2
77659,STANDARD,Sour Lake,TX,Hardin County,30.13,-94.4
77660,STANDARD,Spurger,TX,Tyler County,30.69,-94.17
77661,PO BOX,Stowell,TX,Chambers County,29.78,-94.37
77662,STANDARD,Vidor,TX,Orange County,30.12,-94
77663,PO BOX,Village Mills,TX,Hardin County,30.51,-94.39
77664,STANDARD,Warren,TX,Tyler County,30.61,-94.4
77665,STANDARD,Winnie,TX,Chambers County,29.81,-94.38
77670,PO BOX,Vidor,TX,Orange County,30.12,-94
77701,STANDARD,Beaumont,TX,Jefferson County,30.07,-94.11
77702,STANDARD,Beaumont,TX,Jefferson County,30.09,-94.13
77703,STANDARD,Beaumont,TX,Jefferson County,30.14,-94.11
77704,PO BOX,Beaumont,TX,Jefferson County,30.08,-94.14
77705,STANDARD,Beaumont,TX,Jefferson County,29.9,-94.16
77706,STANDARD,Beaumont,TX,Jefferson County,30.1,-94.17
77707,STANDARD,Beaumont,TX,Jefferson County,30.08,-94.14
77708,STANDARD,Beaumont,TX,Jefferson County,30.15,-94.16
77709,PO BOX,Beaumont,TX,Jefferson County,30.14,-94.14
77710,PO BOX,Beaumont,TX,Jefferson County,30.08,-94.14
77713,STANDARD,Beaumont,TX,Jefferson County,30.07,-94.25
77720,PO BOX,Beaumont,TX,Jefferson County,30.08,-94.14
77725,PO BOX,Beaumont,TX,Jefferson County,30.08,-94.14
77726,PO BOX,Beaumont,TX,Jefferson County,30.08,-94.14
77801,STANDARD,Bryan,TX,Brazos County,30.64,-96.36
77802,STANDARD,Bryan,TX,Brazos County,30.66,-96.36
77803,STANDARD,Bryan,TX,Brazos County,30.68,-96.39
77805,PO BOX,Bryan,TX,Brazos County,30.66,-96.36
77806,PO BOX,Bryan,TX,Brazos County,30.66,-96.36
77807,STANDARD,Bryan,TX,Brazos County,30.68,-96.48
77808,STANDARD,Bryan,TX,Brazos County,30.8,-96.31
77830,STANDARD,Anderson,TX,Grimes County,30.55,-96.03
77831,STANDARD,Bedias,TX,Grimes County,30.74,-95.92
77833,STANDARD,Brenham,TX,Washington County,30.15,-96.39
77834,PO BOX,Brenham,TX,Washington County,30.15,-96.39
77835,STANDARD,Burton,TX,Washington County,30.17,-96.59
77836,STANDARD,Caldwell,TX,Burleson County,30.52,-96.7
77837,STANDARD,Calvert,TX,Robertson County,30.97,-96.67
77838,PO BOX,Chriesman,TX,Burleson County,30.59,-96.79
77840,STANDARD,College Station,TX,Brazos County,30.6,-96.31
77841,PO BOX,College Station,TX,Brazos County,30.6,-96.31
77842,PO BOX,College Station,TX,Brazos County,30.6,-96.31
77843,UNIQUE,College Station,TX,Brazos County,30.6,-96.31
77844,PO BOX,College Station,TX,Brazos County,30.6,-96.31
77845,STANDARD,College Station,TX,Brazos County,30.56,-96.27
77850,PO BOX,Concord,TX,Leon County,31.26,-96.1
77852,PO BOX,Deanville,TX,Burleson County,30.43,-96.74
77853,STANDARD,Dime Box,TX,Lee County,30.35,-96.81
77855,PO BOX,Flynn,TX,Leon County,31.14,-96.12
77856,STANDARD,Franklin,TX,Robertson County,31.02,-96.48
77857,PO BOX,Gause,TX,Milam County,30.78,-96.67
77859,STANDARD,Hearne,TX,Robertson County,30.87,-96.59
77861,STANDARD,Iola,TX,Grimes County,30.73,-96.07
77862,PO BOX,Kurten,TX,Brazos County,30.75,-96.33
77863,PO BOX,Lyons,TX,Burleson County,30.38,-96.56
77864,STANDARD,Madisonville,TX,Madison County,30.95,-95.9
77865,STANDARD,Marquez,TX,Leon County,31.23,-96.25
77866,PO BOX,Millican,TX,Brazos County,30.46,-96.2
77867,PO BOX,Mumford,TX,Robertson County,30.74,-96.55
77868,STANDARD,Navasota,TX,Grimes County,30.38,-96.08
77869,UNIQUE,Navasota,TX,Grimes County,30.35,-96.06
77870,PO BOX,New Baden,TX,Robertson County,31.05,-96.4
77871,STANDARD,Normangee,TX,Leon County,31.03,-96.11
77872,STANDARD,North Zulch,TX,Madison County,30.93,-96.08
77873,STANDARD,Richards,TX,Grimes County,30.54,-95.86
77875,PO BOX,Roans Prairie,TX,Grimes County,30.59,-95.98
77876,PO BOX,Shiro,TX,Grimes County,30.6,-95.87
77878,PO BOX,Snook,TX,Burleson County,30.49,-96.46
77879,STANDARD,Somerville,TX,Burleson County,30.34,-96.53
77880,STANDARD,Washington,TX,Washington County,30.33,-96.22
77881,PO BOX,Wellborn,TX,Brazos County,30.53,-96.3
77882,PO BOX,Wheelock,TX,Robertson County,30.91,-96.38
77901,STANDARD,Victoria,TX,Victoria County,28.82,-96.98
77902,PO BOX,Victoria,TX,Victoria County,28.82,-96.98
77903,PO BOX,Victoria,TX,Victoria County,28.82,-96.98
77904,STANDARD,Victoria,TX,Victoria County,28.94,-97.02
77905,STANDARD,Victoria,TX,Victoria County,28.73,-97.04
77950,PO BOX,Austwell,TX,Refugio County,28.39,-96.84
77951,PO BOX,Bloomington,TX,Victoria County,28.65,-96.9
77954,STANDARD,Cuero,TX,DeWitt County,29.09,-97.28
77957,STANDARD,Edna,TX,Jackson County,28.97,-96.64
77960,PO BOX,Fannin,TX,Goliad County,28.69,-97.21
77961,PO BOX,Francitas,TX,Jackson County,28.86,-96.35
77962,STANDARD,Ganado,TX,Jackson County,29.04,-96.51
77963,STANDARD,Goliad,TX,Goliad County,28.66,-97.39
77964,STANDARD,Hallettsville,TX,Lavaca County,29.44,-96.94
77967,PO BOX,Hochheim,TX,De Witt County,29.31,-97.3
77968,STANDARD,Inez,TX,Victoria County,28.87,-96.79
77969,PO BOX,La Salle,TX,Jackson County,28.76,-96.62
77970,PO BOX,La Ward,TX,Jackson County,28.84,-96.46
77971,STANDARD,Lolita,TX,Jackson County,28.83,-96.52
77973,PO BOX,Mcfaddin,TX,Victoria County,28.54,-96.97
77974,STANDARD,Meyersville,TX,Victoria County,28.89,-97.31
77975,STANDARD,Moulton,TX,Lavaca County,29.57,-97.14
77976,PO BOX,Nursery,TX,Victoria County,28.95,-97.12
77977,PO BOX,Placedo,TX,Victoria County,28.7,-96.79
77978,PO BOX,Point Comfort,TX,Calhoun County,28.67,-96.55
77979,STANDARD,Port Lavaca,TX,Calhoun County,28.61,-96.62
77982,PO BOX,Port O Connor,TX,Calhoun County,28.44,-96.49
77983,STANDARD,Seadrift,TX,Calhoun County,28.41,-96.71
77984,STANDARD,Shiner,TX,Lavaca County,29.43,-97.17
77986,PO BOX,Sublime,TX,Lavaca County,29.48,-96.8
77987,PO BOX,Sweet Home,TX,Lavaca County,29.35,-97.08
77988,PO BOX,Telferner,TX,Victoria County,28.84,-96.89
77989,PO BOX,Thomaston,TX,De Witt County,29,-97.15
77990,STANDARD,Tivoli,TX,Refugio County,28.43,-96.88
77991,PO BOX,Vanderbilt,TX,Jackson County,28.8,-96.61
77993,PO BOX,Weesatche,TX,Goliad County,28.86,-97.43
77994,STANDARD,Westhoff,TX,DeWitt County,29.2,-97.46
77995,STANDARD,Yoakum,TX,Lavaca County,29.29,-97.14
78001,PO BOX,Artesia Wells,TX,La Salle County,28.29,-99.21
78002,STANDARD,Atascosa,TX,Bexar County,29.28,-98.73
78003,STANDARD,Bandera,TX,Bandera County,29.72,-99.07
78004,STANDARD,Bergheim,TX,Kendall County,29.9,-98.56
78005,STANDARD,Bigfoot,TX,Frio County,29.05,-98.85
78006,STANDARD,Boerne,TX,Kendall County,29.8,-98.73
78007,STANDARD,Calliham,TX,McMullen County,28.46,-98.35
78008,STANDARD,Campbellton,TX,Atascosa County,28.75,-98.3
78009,STANDARD,Castroville,TX,Medina County,29.34,-98.87
78010,STANDARD,Center Point,TX,Kerr County,29.93,-99.03
78011,STANDARD,Charlotte,TX,Atascosa County,28.85,-98.7
78012,STANDARD,Christine,TX,Atascosa County,28.78,-98.49
78013,STANDARD,Comfort,TX,Kendall County,29.97,-98.9
